function	community_1	community_10	community_2	community_3	community_4	community_5	community_6	community_7	community_8	community_9
2.7.8.25-RXN	5.14	0.0	10.72	0.0	0.0	2.56	1.29	0.0	0.0	1.0
2.7.9.3-RXN	6.25	9.06	10.35	29.86	14.09	12.05	11.13	7.209999999999999	5.250000000000001	6.79
2.8.1.6-RXN	12.42	27.87	40.44	40.52	30.630000000000006	23.74	18.35	11.12	29.4	15.010000000000002
2.8.3.10-RXN	7.709999999999999	0.0	18.72	0.0	0.0	2.56	1.29	0.0	0.0	1.0
2.8.3.9-RXN	15.8	2.74	0.0	8.46	12.4	15.58	3.76	6.9	0.0	5.75
2.9.1.1-RXN	3.09	0.0	5.36	23.84	6.89	3.1	2.97	1.61	0.0	0.0
2OXOGLUTDECARB-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0
2PGADEHYDRAT-RXN	13.800000000000002	29.34	40.07	47.55	32.7	21.8	21.87	16.88	30.800000000000004	18.8
2TRANSKETO-RXN	57.58000000000001	97.59	111.84	168.32999999999996	105.8	103.89	74.69	36.67	85.77	47.64
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	4.34	1.27	19.08	2.39	0.39	0.5	2.05	1.38	8.67	3.19
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	0.0	1.37	1.74	1.79	1.0	0.0	0.0	1.13	2.02	2.02
3-DEHYDROQUINATE-DEHYDRATASE-RXN	16.369999999999994	27.97	40.44	44.75	31.700000000000006	29.59	20.52	11.89	27.78	15.16
3-DEHYDROQUINATE-SYNTHASE-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	12.66	26.78	15.16
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	9.48	0.0	0.0	0.0	0.0	0.0	0.0	4.14	0.0	3.45
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	28.020000000000003	23.05	26.7	17.869999999999994	26.86	36.84	18.26	12.55	8.399999999999999	11.4
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	11.89	26.78	15.16
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	3.88	1.37	7.1	23.97	9.65	1.7	2.97	1.9	2.02	2.02
3-NUCLEOTID-RXN	3.16	1.37	1.74	4.18	1.0	0.0	0.0	2.51	6.3	3.17
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	3.09	2.74	8.84	12.06	2.0	0.0	0.0	2.87	4.04	4.04
3-OXOACID-COA-TRANSFERASE-RXN	6.32	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	2.3
3-OXOACYL-ACP-REDUCT-RXN	49.53	87.56	86.62	137.59	94.25	81.52	56.13000000000001	35.22	85.5	48.57
3.1.11.2-RXN	12.77	24.02	29.02	42.08	30.78	27.91	20.52	11.17	28.78	14.02
3.1.11.6-RXN	27.600000000000005	55.94000000000001	70.16	89.5	63.40000000000001	59.18	41.04	23.78	55.56	30.32
3.1.13.5-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0
3.1.2.21-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3.1.21.2-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	11.89	26.78	14.16
3.1.21.3-RXN	39.84	83.16	143.95	115.49	75.06	87.56	43.98	25.04	83.54000000000002	47.71
3.1.21.4-RXN	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	3.28	0.0
3.1.21.5-RXN	2.96	7.449999999999998	0.0	0.0	0.0	13.33	9.22	0.77	6.35	0.0
3.1.22.4-RXN	4.93	1.37	14.72	8.28	8.66	9.45	5.43	6.949999999999998	6.05	3.34
3.1.26.11-RXN	14.34	44.33000000000001	48.38000000000001	47.39	42.03	39.1	25.160000000000004	9.16	37.59	19.54
3.1.26.3-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	11.89	27.78	15.16
3.1.26.4-RXN	27.600000000000005	55.94000000000001	70.16	93.74	63.40000000000001	59.18	41.04	23.78	55.56	30.32
3.1.26.5-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	11.89	27.78	15.16
3.1.26.8-RXN	4.4700000000000015	1.37	1.0	5.89	10.03	9.45	5.43	5.57	1.61	1.15
3.1.3.16-RXN	26.13	59.89	48.78	92.63	63.54	62.02	42.33000000000001	23.73	43.68000000000001	27.08
3.1.6.12-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0
3.2.1.1-RXN	1.25	0.0	14.72	4.78	0.39	0.0	0.0	3.5	8.719999999999999	2.19
3.2.1.10-RXN	6.3	26.7	16.740000000000002	49.24	24.040000000000006	18.74	14.09	6.069999999999999	21.57	12.84
3.2.1.11-RXN	0.0	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.135-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3.2.1.139-RXN	0.0	1.37	1.74	4.18	1.0	0.0	0.0	1.13	5.3	2.02
3.2.1.14-RXN	0.0	0.0	0.0	8.48	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.156-RXN	0.0	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.18-RXN	2.5	0.0	27.44	2.39	0.78	0.0	0.0	1.54	7.6	4.38
3.2.1.21-RXN	42.16	132.04	175.78000000000003	146.64	98.72	106.1	62.22999999999999	24.75	164.57999999999996	71.79
3.2.1.23-RXN	34.08	115.34	146.0	220.07	102.22	97.86	82.58000000000001	22.78	134.25	56.64
3.2.1.24-RXN	1.03	11.92	15.23	77.51	16.39	5.37	4.43	4.1099999999999985	10.78	9.09
3.2.1.25-RXN	1.03	10.55	13.49	46.8	15.39	5.37	1.46	2.9799999999999995	7.32	7.07
3.2.1.35-RXN	2.5	0.0	27.44	2.39	0.78	0.0	0.0	0.77	7.6	4.38
3.2.1.37-RXN	0.0	1.37	1.74	43.43	1.0	0.0	4.9700000000000015	1.13	8.7	2.02
3.2.1.40-RXN	0.0	0.0	0.0	47.72000000000001	0.0	0.0	0.0	0.0	13.12	0.0
3.2.1.50-RXN	1.25	0.0	13.72	7.17	0.39	0.0	0.0	1.54	12.0	2.19
3.2.1.52-RXN	19.99	36.790000000000006	74.72999999999998	68.05	33.87	41.26000000000001	24.84	15.48	71.14999999999998	22.13
3.2.1.55-RXN	2.25	6.3900000000000015	17.200000000000006	53.96000000000001	2.39	0.0	6.0	2.26	34.940000000000005	9.38
3.2.1.65-RXN	0.0	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.0
3.2.1.70-RXN	0.0	1.37	1.74	6.03	1.0	0.0	0.0	1.13	3.02	2.02
3.2.1.78-RXN	1.25	0.0	13.72	6.630000000000001	0.39	0.0	1.0	0.0	8.06	2.19
3.2.1.80-RXN	0.0	0.0	0.0	13.260000000000002	0.0	0.0	0.0	0.0	6.56	0.0
3.2.1.89-RXN	3.99	15.259999999999998	10.01	2.67	13.39	17.04	7.13	0.72	6.35	3.03
3.2.1.99-RXN	0.0	0.0	0.0	4.78	0.0	0.0	0.0	0.0	6.56	0.0
3.2.2.21-RXN	0.52	1.37	0.0	4.23	6.199999999999998	9.45	3.17	0.61	1.61	0.0
3.2.2.23-RXN	1.83	0.0	0.0	6.630000000000001	1.76	0.0	0.0	0.61	4.89	0.0
3.4.11.1-RXN	0.0	0.0	0.0	8.48	0.0	0.0	0.0	0.0	0.0	0.0
3.4.11.14-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3.4.11.18-RXN	21.360000000000007	53.3	55.44	83.61	52.98	49.73	35.61	16.83	52.40000000000001	25.980000000000004
3.4.11.19-RXN	0.0	1.37	1.74	6.03	1.0	0.0	0.0	1.13	2.02	2.02
3.4.11.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3.4.11.21-RXN	12.03	26.6	20.36	36.47	25.110000000000007	20.14	15.09	7.549999999999999	21.340000000000003	12.97
3.4.11.4-RXN	13.800000000000002	26.6	34.08	38.86	25.500000000000004	20.64	17.35	8.93	28.78	15.16
3.4.11.5-RXN	0.0	0.0	0.0	22.18	6.89	1.7	2.97	0.0	1.0	0.0
3.4.11.9-RXN	13.800000000000002	27.97	35.08	82.03999999999998	38.59	31.29	23.49	11.89	31.06	15.16
3.4.13.19-RXN	15.12	26.700000000000006	26.72	42.36	31.31	29.59	19.47	11.12	21.340000000000003	10.97
3.4.13.22-RXN	3.16	0.0	0.0	2.39	0.0	0.0	0.0	3.38	3.28	1.15
3.4.13.9-RXN	8.82	0.0	8.08	28.92	6.89	1.7	2.97	3.22	2.44	1.15
3.4.14.11-RXN	3.16	0.0	0.0	0.0	0.0	0.0	0.0	1.38	1.0	1.15
3.4.14.4-RXN	1.25	0.0	13.72	2.39	0.39	0.0	0.0	0.0	5.44	2.19
3.4.14.5-RXN	1.25	0.0	13.72	4.78	0.39	0.0	0.0	0.0	8.719999999999999	2.19
3.4.15.5-RXN	2.5	0.0	27.44	4.78	0.78	0.0	0.0	0.0	10.88	4.38
3.4.16.4-RXN	60.27	138.68	129.36	213.54	145.07999999999996	143.21999999999997	100.96	55.41	116.57	65.93
3.4.17.11-RXN	2.57	0.0	5.36	0.0	0.0	1.4	0.0	0.0	0.0	0.0
3.4.17.13-RXN	1.25	0.0	13.72	6.630000000000001	0.39	0.0	2.26	0.0	5.44	2.19
3.4.17.19-RXN	3.88	6.42	10.35	8.530000000000001	2.76	1.4	2.9400000000000004	4.22	3.46	4.6400000000000015
3.4.19.11-RXN	3.6	10.37	17.41	6.12	1.92	3.08	2.9400000000000004	7.899999999999999	2.02	5.78
3.4.21.102-RXN	16.82	27.97	62.52	46.3	32.480000000000004	20.64	19.23	12.5	38.66000000000001	19.54
3.4.21.105-RXN	4.6	19.15	20.36	36.47	21.28	8.47	9.42	4.94	15.38	11.82
3.4.21.107-RXN	20.180000000000003	53.3	37.36	87.22999999999998	52.59	48.83	37.87	22.56	45.12000000000001	24.94
3.4.21.116-RXN	11.24	27.97	21.36	42.36	29.55	29.59	20.52	11.12	21.340000000000003	11.97
3.4.21.26-RXN	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	3.28	0.0
3.4.21.53-RXN	14.320000000000002	35.76000000000001	41.81	72.89999999999998	40.59	31.29	26.43	17.08	34.10000000000001	21.82
3.4.21.88-RXN	19.8	32.99	25.82	49.74	32.31	30.09	20.52	15.469999999999995	34.1	19.29
3.4.21.89-RXN	31.68	75.09	87.27000000000002	125.51	84.68	66.49	47.81999999999999	24.25	76.50000000000001	40.52
3.4.21.92-RXN	21.47	68.55999999999999	62.73	83.89	63.61000000000001	66.77	40.28	17.55	52.24	28.01
3.4.22.40-RXN	1.25	0.0	13.72	2.39	0.39	0.0	0.0	0.0	8.44	2.19
3.4.23.36-RXN	21.360000000000007	53.3	55.44	81.22	52.98	49.73	34.559999999999995	16.83	48.51000000000001	25.980000000000004
3.4.23.43-RXN	19.65	47.12	51.54	80.63000000000002	47.39	30.51	26.51	17.189999999999998	43.98	24.660000000000004
3.4.24.32-RXN	56.33000000000001	107.15	101.98000000000002	153.61	112.03	108.65000000000002	79.07000000000002	56.17	101.57	59.02
3.4.24.70-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54	0.0	0.0
3.5.1.27-RXN	17.369999999999994	42.05	44.92	62.39	39.90000000000001	40.44	27.330000000000005	16.880000000000006	45.790000000000006	24.350000000000005
3.5.1.80-RXN	14.99	39.53	25.58	49.28000000000001	34.31	33.47	26.19	12.71	41.31	19.03
3.5.1.81-RXN	2.57	1.37	7.1	13.42	1.0	7.79	0.0	2.13	3.46	2.02
3.5.1.87-RXN	5.14	0.0	8.08	0.0	6.89	1.7	0.0	0.0	0.0	0.0
3.5.1.88-RXN	17.369999999999994	42.05	44.92	62.39	39.90000000000001	40.44	27.330000000000005	16.880000000000006	45.790000000000006	24.350000000000005
3.5.2.14-RXN	5.14	0.0	10.72	0.0	0.0	2.8	0.0	0.0	0.0	0.0
3.6.3.12-RXN	12.46	7.76	65.46	102.37	24.84	5.1	18.84	16.89	32.120000000000005	15.78
3.6.3.17-RXN	71.05	166.4	122.38	217.11	169.65	196.56	131.67	36.96	127.57	59.1
3.6.3.2-RXN	0.0	2.74	8.76	14.45	2.0	0.0	0.0	2.26	8.32	4.04
3.6.3.20-RXN	2.57	0.0	5.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.6.3.21-RXN	29.8	58.41	48.01000000000001	83.84	69.59	59.44	42.69000000000001	31.08	47.70000000000001	30.59
3.6.3.24-RXN	6.32	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	2.3
3.6.3.25-RXN	0.0	1.37	1.74	1.79	1.0	0.0	1.0	1.13	4.6400000000000015	2.02
3.6.3.28-RXN	0.0	1.37	1.74	1.79	1.0	0.0	0.0	1.13	3.02	2.02
3.6.3.29-RXN	7.25	11.34	10.35	32.79	9.96	10.89	7.96	7.439999999999999	14.99	9.94
3.6.3.3-RXN	16.67	31.92	36.03	69.6	39.12000000000001	32.97	24.84	16.31	25.620000000000005	15.73
3.6.3.30-RXN	7.449999999999998	19.23	24.180000000000003	46.64	8.83	11.75	11.6	11.47	17.820000000000004	15.47
3.6.3.31-RXN	12.03	27.97	24.61	44.75	31.31	29.59	21.87	13.599999999999998	25.620000000000005	14.59
3.6.3.32-RXN	2.57	0.0	5.36	2.39	0.0	0.0	0.0	0.0	3.28	0.0
3.6.3.34-RXN	29.06	51.23	74.36	44.67	49.86000000000001	43.61000000000001	27.17	22.5	47.97000000000001	35.51000000000001
3.6.3.4-RXN	3.28	19.15	25.47	34.62	21.67	8.47	8.280000000000001	1.85	17.2	12.39
3.6.3.40-RXN	6.56	22.95	20.36	11.2	14.39	18.44	11.07	4.94	12.429999999999998	8.67
3.6.3.8-RXN	22.59	41.88	53.36	58.14999999999999	41.05	32.37	37.14	25.79	49.41	24.6
3.6.4.6-RXN	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	13.800000000000002	27.97	35.08	47.14	31.700000000000006	29.59	20.52	11.89	31.06	15.16
3PGAREARR-RXN	37.2	91.67000000000002	96.74	151.29999999999995	93.88	87.61	58.01000000000001	35.52	95.7	51.35
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	7.37	19.0	23.660000000000004	39.08	13.86	17.259999999999998	16.3	8.33	18.43	9.87
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	5.73	0.0	5.36	0.0	0.0	1.4	0.0	1.38	0.0	1.15
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	5.14	0.0	10.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4-NITROPHENYLPHOSPHATASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
4.1.1.32-RXN	3.16	1.37	1.0	5.89	6.199999999999998	7.79	4.14	6.34	0.0	1.15
4.1.1.81-RXN	7.25	11.34	7.710000000000001	61.88	17.849999999999994	5.3	12.39	8.44	14.99	9.94
4.1.1.82-RXN	2.57	0.0	5.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.1.2.20-RXN	2.57	0.0	5.36	0.0	0.0	1.4	0.0	0.0	0.0	0.0
4.1.99.4-RXN	5.14	0.0	10.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.2.1.58-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	11.89	26.78	15.16
4.2.1.59-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	11.89	26.78	15.16
4.2.1.61-RXN	13.800000000000002	27.97	35.08	44.75	31.700000000000006	29.59	20.52	11.89	26.78	15.16
4.2.2.19-RXN	0.0	0.0	0.0	4.78	0.0	0.0	0.0	0.0	6.56	0.0
4.2.2.21-RXN	0.0	0.0	0.0	4.78	0.0	0.0	0.0	0.0	6.56	0.0
4.2.2.5-RXN	0.0	0.0	0.0	7.17	0.0	0.0	0.0	0.0	9.84	0.0
4.2.2.7-RXN	0.0	0.0	0.0	2.39	0.0	0.0	0.0	0.0	3.28	0.0
4.2.2.8-RXN	0.0	0.0	0.0	4.78	0.0	0.0	0.0	0.0	6.56	0.0
4.2.3.12-RXN	4.34	0.0	19.08	2.39	0.39	0.5	2.05	2.61	8.67	2.19
4.2.99.18-RXN	28.92	60.99	66.78999999999999	98.04	57.81000000000001	51.63	41.86	27.23	57.47000000000001	31.770000000000003
4.3.1.14-RXN	3.16	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	1.15
4.3.1.15-RXN	5.73	6.42	10.35	2.79	1.0	2.56	4.23	5.6	2.02	5.79
4.3.1.17-RXN	16.02	25.42	36.42	81.77	36.47	25.1	29.700000000000006	20.35	37.42	22.07
4.3.1.4-RXN	2.57	0.0	5.36	0.0	0.0	2.56	1.29	0.0	0.0	0.0
4.4.1.19-RXN	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0
4.4.1.25-RXN	2.57	1.37	7.1	1.79	1.0	0.0	0.0	1.13	2.02	2.02
4.99.1.3-RXN	7.25	12.71	12.090000000000002	37.25	11.96	3.1	9.42	9.57	17.01	10.96
