function	community_1	community_10	community_2	community_3	community_4	community_5	community_6	community_7	community_8	community_9
KETOISOCAPROATE-RXN	0.0	2.72	0.0	0.0	4.2	0.0	0.0	0.0	1.3	1.15
KETOLACTOSE-RXN	84.77	105.09000000000002	70.83	74.46	68.83	70.09	50.59	129.63	46.52	217.4
L-ASPARTATE-OXID-RXN	10.12	12.01	19.48	11.45	18.21	18.81	5.2700000000000005	25.9	10.81	11.95
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	23.39	24.02	21.12	22.38	19.16	21.38	13.669999999999998	33.57	15.089999999999998	47.17999999999999
L-IDITOL-2-DEHYDROGENASE-RXN	20.96	18.1	29.19	32.7	10.89	16.91	23.6	25.180000000000003	16.58	46.64
L-LACTATE-DEHYDROGENASE-RXN	21.15	13.84	22.12	17.65	13.68	16.22	13.87	28.250000000000004	12.56	36.68
LACTALDREDUCT-RXN	8.7	9.43	10.24	4.98	8.79	7.84	2.95	19.37	5.15	34.8
LACTOSE6P-HYDROXY-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.27	0.0	0.0
LAUROYLACYLTRAN-RXN	0.0	3.88	0.64	0.0	5.95	5.16	0.51	5.92	1.25	1.15
LCYSDESULF-RXN	0.0	1.0	6.32	3.12	0.0	0.0	0.0	0.0	0.0	0.0
LEUCINE--TRNA-LIGASE-RXN	23.39	24.02	21.12	22.38	21.26	21.38	13.669999999999998	33.57	15.739999999999998	47.17999999999999
LEUCYLTRANSFERASE-RXN	2.99	3.67	0.0	4.48	2.1	0.0	1.47	0.0	1.65	3.37
LEVANSUCRASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.27	0.0	0.0
LINOLENOYL-RXN	9.66	21.7	10.95	3.72	29.2	19.16	5.95	50.28	9.82	42.23
LIPIDADISACCHARIDESYNTH-RXN	0.0	3.88	0.64	0.0	5.95	5.16	0.51	5.92	1.25	1.15
LIPIDXSYNTHESIS-RXN	0.0	3.88	0.64	0.0	3.85	5.16	0.51	5.92	0.6	1.15
LTARTDEHYDRA-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
LUMAZINESYN-RXN	0.2	10.96	17.78	11.45	18.21	18.81	0.51	25.49	9.34	6.42
