seq	community_1	community_2	community_3	community_4	community_5	community_6	community_7	community_8	community_9	community_10
Otu1	0	0	1507.76026055563	799.746513738524	11.1101566383095	86.9005812732718	0	0	0	0
Otu2	210.301475093574	0	0	0	0	0	0	0	0	0
Otu3	0	0	0	0	0	0	0	0	0	0
Otu4	0	0	1813.36921886577	0	0	0	0	5.687683070228	0	114.865629144261
Otu5	0	0	0	0	0	110.026352708579	0	0	0	0
Otu6	5.15705707056897	0	0	0	0	0	0	0	10.64781181238	0
Otu7	0	0	16.3070445141956	0	0	3.80955068874946	1.05577671854135	0	0	0
Otu8	0	0	0	0	0	0	0	38.3117551091246	0	0
Otu9	2.22356518525949	5.0582080961789	0	21.0432326293074	2.10654120323632	0	0	8.17986579394312	0	0
Otu10	4.81636077140357	0	0	9.59288994045065	0	6.23739177320485	0	0	3.19224385844632	0
Otu11	0	0	0	0	0	0	0	0	0	0
Otu12	0	0	0	0	0	2.40368586942616	0	0	0	0
Otu13	0	0	0	0	0	0	0	0	0	0
Otu14	0	0	0	0	0	0	11.8482661110093	1.85931312657657	0	0
Otu15	0	0	1	0	0	0	0	0	0	0
Otu16	0	0	0	0	155.617629579313	0	0	0	0	0
Otu17	0	0	0	76.9556037343364	0	0	0	0	0	2.42404018304471
Otu18	1.2193118831955	0	0	0	0	0	0	0	0	0
Otu19	0	0	55.3784472636269	0	0	0	0	0	4.74639324087811	0
Otu20	0	0	0	0	0	0	0	0	3.91305913190253	0
Otu21	0	0	0	0	0	0	0	0	0	22.9316903520603
Otu22	1	0	0	0	0	2.22902356303039	0	0	0	0
Otu23	2.05449746766913	0	0	0	0	0	0	0	0	0
Otu24	0	0	0	0	0	6.26894924119531	0	0	0	0
Otu25	0	0	0	0	0	0	0	0	0	0
Otu26	0	0	0	20.1248695173258	1.34912577036753	0	0	0	1	0
Otu27	0	3.62803175785879	0	0	0	0	0	0	0	0
Otu28	0	0	0	0	0	0	0	0	0	0
Otu29	0	0	0	0	0	0	0	0	0	0
Otu30	0	0	0	0	0	0	0	0	0	0
Otu31	0	0	0	0	0	0	0	0	10.5455596391385	0
Otu32	0	0	0	0	0	0	0	0	0	0
Otu33	0	4.12904628587776	0	0	0	0	1.29986273694669	0	0	0
Otu34	0	13.3658659359897	0	0	0	0	0	0	0	0
Otu35	0	0	1.01224658780955	0	0	0	0	0	0	0
Otu36	0	0	0	0	0	0	0	0	0	0
Otu37	0	0	0	0	1.0074083146909	0	0	0	0	0
Otu38	0	0	0	0	0	0	0	0	0	0
Otu39	0	0	0	0	0	0	1	0	0	0
Otu40	0	0	0	0	0	0	0	0	3.46957046842238	0
Otu41	0	0	0	0	0	0	0	2.27207694663122	0	1
Otu42	0	0	0	0	0	0	0	0	0	0
Otu43	0	0	0	0	1.12938102445619	0	3.04255841131336	0	0	0
Otu44	0	0	0	0	0	0	0	0	0	0
Otu45	0	0	0	1.03150430820703	0	0	0	0	0	0
Otu46	0	5.18623517242567	0	0	0	0	0	0	0	0
Otu47	0	0	0	0	3.19999410781766	0	4.67139140413256	0	0	0
Otu48	0	0	0	0	0	0	0	0	0	0
Otu49	0	0	0	0	0	0	0	0	0	0
Otu50	0	0	0	0	0	0	0	0	0	0
Otu51	0	0	0	0	0	0	0	0	0	0
Otu52	0	0	0	0	0	0	0	0	0	0
Otu53	0	0	3.41921357344407	0	0	0	0	0	0	0
Otu54	0	1	0	0	0	0	0	0	0	0
Otu55	1.26255386958596	0	0	1.43222798167196	0	0	0	1.02601472345608	0	0
Otu56	0	0	0	0	0	0	0	0	0	1.5546052443197
Otu57	0	0	0	0	0	0	0	0	0	0
Otu58	0	0	0	0	0	0	6.49316159584604	0	0	18.0127797155333
Otu59	0	0	0	0	0	0	2.84865605590169	0	0	0
Otu60	0	0	0	1.12225982549753	0	0	0	0	0	0
Otu61	0	0	0	0	0	0	0	0	0	0
Otu62	0	0	0	0	0	0	0	0	0	0
Otu63	0	0	0	0	0	0	0	0	0	0
Otu64	0	0	0	0	0	0	0	0	0	0
Otu65	0	0	0	0	0	0	0	0	0	0
Otu66	0	0	0	0	0	0	0	0	0	0
Otu67	0	0	1.2339864923783	0	0	0	0	0	0	0
Otu68	0	0	0	0	0	0	0	0	0	0
Otu69	0	0	0	0	0	0	0	0	0	0
Otu70	0	5.29895894060111	0	0	0	0	0	0	0	0
Otu71	0	0	0	0	0	0	0	1	0	0
Otu72	0	0	0	0	0	0	0	0	0	0
Otu73	0	0	1.11961387447543	1	0	0	0	0	1.01019321019282	0
Otu74	0	0	0	0	0	0	0	0	0	0
Otu75	0	0	0	0	0	0	0	0	0	0
Otu76	0	0	0	0	0	0	0	0	0	0
Otu77	0	0	0	0	0	0	0	0	0	0
Otu78	0	0	0	0	0	0	0	0	0	14.0407819176728
Otu79	0	0	0	0	0	0	0	0	0	0
Otu80	0	0	0	0	0	0	0	0	0	0
Otu81	0	0	0	0	0	0	0	0	0	0
Otu82	0	0	0	0	0	0	0	0	0	0
Otu83	0	0	0	0	0	0	0	0	0	0
Otu84	0	0	0	0	0	0	0	0	0	0
Otu85	0	0	0	0	0	0	0	0	0	0
Otu86	0	0	0	0	0	0	0	0	0	0
Otu87	0	0	0	0	0	0	0	0	0	0
Otu88	0	0	0	0	0	0	0	0	0	0
Otu89	0	0	0	0	0	0	0	0	0	0
Otu90	0	0	0	0	0	0	0	0	0	0
Otu91	0	0	0	0	0	1.13324817023976	0	0	0	0
Otu92	0	0	0	0	0	0	0	0	0	0
Otu93	0	0	0	0	0	0	0	0	0	0
Otu94	0	0	0	0	0	0	0	0	0	0
Otu95	0	0	0	0	0	0	0	0	0	0
Otu96	0	0	0	0	0	0	0	0	0	0
Otu97	0	0	0	0	0	0	0	0	0	0
Otu98	0	0	0	0	0	0	0	0	0	0
Otu99	0	0	0	0	0	0	0	0	0	0
Otu100	0	0	0	0	0	0	0	0	0	0
Otu101	0	0	0	0	0	0	0	0	0	0
Otu102	0	0	0	0	0	0	0	1.14037780919787	0	0
Otu103	0	0	0	0	0	0	0	0	0	0
Otu104	0	0	0	0	0	0	0	0	0	0
Otu105	0	0	0	0	0	0	0	0	0	0
